categoria,subcategoria,descripcion,precio
Verduras,Patatas y zanahorias,Patata nueva malla 1.5 Kg,"2,89 €
(1,93 €/KILO)"
Verduras,Setas y champiñones,Champiñón entero bandeja 250 g,"1,29 €
(5,16 €/KILO)"
Verduras,Setas y champiñones,Champiñón laminado bandeja 250 g,"1,59 €
(6,36 €/KILO)"
Verduras,Setas y champiñones,Seta ostra bandeja 200 g,"1,39 €
(6,95 €/KILO)"
Verduras,Setas y champiñones,Champiñón portobello bandeja 250 g,"1,69 €
(6,76 €/KILO)"
Verduras,Setas y champiñones,Champiñón grande bandeja 430 g,"2,25 €
(5,23 €/KILO)"
Verduras,Verduras y ensaladas preparadas,Surtido vegetal bandeja 1 Kg aprox.,"1,99 €
(1,99 €/KILO)"
Verduras,Verduras y ensaladas preparadas,Espinacas Vegecampo bolsa 300 g,"1,29 €
(4,30 €/KILO)"
Verduras,Verduras y ensaladas preparadas,Ensalada gourmet Vegecampo bolsa 175 g,"1,09 €
(6,23 €/KILO)"
Verduras,Verduras y ensaladas preparadas,Canónigos Vegecampo bolsa 100 g,"1,19 €
(11,90 €/KILO)"
Verduras,Verduras y ensaladas preparadas,Ensalada 4 estaciones Vegecampo bolsa 250 g,"0,79 €
(3,16 €/KILO)"
Verduras,Verduras y ensaladas preparadas,Lechuga iceberg lavada Vegecampo bolsa 250 g,"0,89 €
(3,56 €/KILO)"
Verduras,Verduras y ensaladas preparadas,Dúo canónigos y rúcula Vegecampo bolsa 100 g,"1,39 €
(13,90 €/KILO)"
Verduras,Verduras y ensaladas preparadas,Verduras para microondas 3 ingredientes Vegecampo bolsa 300 g,"1,69 €
(5,63 €/KILO)"
Verduras,Verduras y ensaladas preparadas,Tomate rallado natural La gergaleña tarrina 200 g,"1,39 €
(6,95 €/KILO)"
Verduras,Verduras y ensaladas preparadas,Rúcula Vegecampo bolsa 50 g,"0,79 €
(15,80 €/KILO)"
Verduras,Otras verduras,Espárrago verde fino manojo aprox. 250 g,"2,59 €
(10,36 €/KILO)"
Verduras,Otras verduras,Apio bolsa 500 g,"0,99 €
(1,98 €/KILO)"
Verduras,Otras verduras,Perejil manojo 50 g,"0,99 €
(19,80 €/KILO)"
Verduras,Otras verduras,Cilantro bandeja 20 g,"1,19 €
(59,50 €/KILO)"
Verduras,Otras verduras,Espárrago verde grueso manojo aprox. 250 g,"2,99 €
(11,96 €/KILO)"
Verduras,Otras verduras,Acelga bolsa 750 g,"1,50 €
(2,00 €/KILO)"
Verduras,Otras verduras,Repollo rizado unidad aprox. 1 Kg,"1,49 €
(1,49 €/KILO)"
Verduras,Otras verduras,Hierbabuena Sun&Vegs bolsa 70 g,"1,19 €
(17,00 €/KILO)"
Verduras,Otras verduras,Jengibre bio bandeja 200 g,"1,79 €
(8,95 €/KILO)"
Verduras,Otras verduras,Lombarda bolsa 2 Kg aprox.,"2,98 €
(1,49 €/KILO)"
Frutas,Manzanas,Manzana golden bolsa 1 Kg,"1,49 €
(1,49 €/KILO)"
Frutas,Manzanas,Manzana roja bolsa 1 Kg,"1,99 €
(1,99 €/KILO)"
Frutas,Manzanas,Manzana pink lady bandeja 550 g,"1,99 €
(3,62 €/KILO)"
Frutas,Manzanas,Manzana golden granel 1 Kg aprox.,"2,19 €
(2,19 €/KILO)"
Frutas,Manzanas,Manzana fuji bolsa 1 Kg,"2,69 €
(2,69 €/KILO)"
Frutas,Manzanas,Manzana granny granel 800 g aprox.,"1,75 €
(2,19 €/KILO)"
Frutas,Manzanas,Manzana roja selección granel 1 Kg aprox.,"2,69 €
(2,69 €/KILO)"
Frutas,Manzanas,Manzana reineta granel 1 Kg aprox.,"2,69 €
(2,69 €/KILO)"
Frutas,Platanos,Banana granel 500 g aprox.,"0,75 €
(1,49 €/KILO)"
Frutas,Platanos,Plátano de canarias bolsa 1.2 Kg aprox.,"2,39 €
(1,99 €/KILO)"
Frutas,Platanos,Plátano de Canarias El afortunado 900 g aprox.,"2,24 €
(2,49 €/KILO)"
Frutas,Platanos,Plátano bio bolsa 1 Kg aprox.,"2,99 €
(2,99 €/KILO)"
Frutas,Platanos,Banana bio bolsa 1 Kg aprox.,"2,49 €
(2,49 €/KILO)"
Frutas,Platanos,Plátano macho para freír granel 1 Kg aprox.,"2,89 €
(2,89 €/KILO)"
Frutas,Peras,Pera conferencia bandeja 1 Kg,"2,19 €
(2,19 €/KILO)"
Frutas,Peras,Pera Rincón de Soto D.O.P. granel 800 g aprox.,"2,23 €
(2,79 €/KILO)"
Frutas,Naranjas y mandarinas,Mandarina malla 1 Kg,"1,49 €
(1,49 €/KILO)"
Frutas,Naranjas y mandarinas,Naranja especial para zumo malla 4 Kg,"5,59 €
(1,40 €/KILO)"
Frutas,Naranjas y mandarinas,Naranjas de mesa malla 2 Kg,"2,99 €
(1,50 €/KILO)"
Frutas,Naranjas y mandarinas,Mandarina granel 500 g aprox.,"1,20 €
(2,39 €/KILO)"
Frutas,Naranjas y mandarinas,Mandarina selección bandeja 750 g,"1,89 €
(2,52 €/KILO)"
Frutas,Naranjas y mandarinas,Mandarina Torres Selección malla 750 g,"2,49 €
(3,32 €/KILO)"
Frutas,Naranjas y mandarinas,Naranja selección granel 1 Kg aprox.,"2,49 €
(2,49 €/KILO)"
Frutas,Naranjas y mandarinas,Zumo de naranja recién exprimido botella 1 l,"3,49 €
(3,49 €/LITRO)"
Frutas,Naranjas y mandarinas,Zumo de naranja recién exprimido botella 500 ml,"2,99 €
(5,98 €/LITRO)"
Frutas,Naranjas y mandarinas,Zumo de naranja recién exprimido botella 250 ml,"1,99 €
(7,96 €/LITRO)"
Frutas,Uvas,Uva blanca sin semilla bandeja 500 g,"2,99 €
(5,98 €/KILO)"
Frutas,Uvas,Uva roja sin semilla bandeja 500 g,"2,99 €
(5,98 €/KILO)"
Frutas,Limones y pomelos,Limones malla 750 g,"1,29 €
(1,72 €/KILO)"
Frutas,Limones y pomelos,Limón granel 1 Kg aprox.,"1,89 €
(1,89 €/KILO)"
Frutas,Limones y pomelos,Limón bio malla 500 g,"0,99 €
(1,98 €/KILO)"
Frutas,Frutas del bosque,Arándano vaso 170 g,"2,79 €
(16,41 €/KILO)"
Frutas,Frutas del bosque,Frambuesas bandeja 125 g,"1,99 €
(15,92 €/KILO)"
Frutas,Frutas del bosque,Arándano bandeja 300 g,"4,99 €
(16,63 €/KILO)"
Frutas,Frutas tropicales,Aguacate bandeja 450 g,"2,29 €
(5,09 €/KILO)"
Frutas,Frutas tropicales,Kiwi bandeja 700 g,"2,29 €
(3,27 €/KILO)"
Frutas,Frutas tropicales,Aguacate granel 750 g aprox.,"3,97 €
(5,29 €/KILO)"
Frutas,Frutas tropicales,Mango bandeja 650 g,"2,59 €
(3,98 €/KILO)"
Frutas,Frutas tropicales,Guacamole Al Punto tarrina 200 g,"1,69 €
(8,45 €/KILO)"
Frutas,Frutas tropicales,Coco troceado bio bolsa 56 g,"0,95 €
(16,96 €/KILO)"
Frutas,Frutas tropicales,Kiwi Zespri bandeja 500 g,"2,99 €
(5,98 €/KILO)"
Frutas,Frutas tropicales,Piña gold premium unidad aprox. 2 Kg,"4,38 €
(2,19 €/KILO)"
Frutas,Frutas tropicales,Pulpa aguacate Al Punto tarrina 125 g,"1,45 €
(11,60 €/KILO)"
Frutas,Frutas tropicales,Kiwi selección 1 unidad,"0,49 €
(0,49 €/UNIDAD)"
Frutas,Frutas de temporada,Fresón bandeja 500 g,"1,99 €
(3,98 €/KILO)"
Frutas,Frutas de temporada,Fresón bandeja 1 Kg,"3,89 €
(3,89 €/KILO)"
Frutas,Frutas de temporada,Melón piel de sapo unidad aprox. 2 Kg,"3,98 €
(1,99 €/KILO)"
Frutas,Frutas de temporada,Medio melón piel de sapo unidad aprox. 1.5 Kg,"3,29 €
(2,19 €/KILO)"
Frutas,Frutas de temporada,Melón selección unidad aprox. 3 Kg,"7,47 €
(2,49 €/KILO)"
Frutas,Frutas de temporada,Melón bollo unidad aprox. 3 Kg,"8,07 €
(2,69 €/KILO)"
Frutas,Frutas de temporada,Sandía selección unidad aprox. 5 Kg,"9,95 €
(1,99 €/KILO)"
Frutas,Frutas deshidratadas,Pasas sultanas sin pepitas Naturmundo bolsa 200 g,"1,08 €
(5,40 €/KILO)"
Frutas,Frutas deshidratadas,Arándanos rojos deshidratados Naturmundo bolsa 150 g,"1,80 €
(12,00 €/KILO)"
Frutas,Frutas deshidratadas,Ciruelas sin hueso Naturmundo bolsa 200 g,"1,68 €
(8,40 €/KILO)"
Frutas,Frutas deshidratadas,Dátiles sin hueso Naturmundo bolsa 250 g,"1,57 €
(6,28 €/KILO)"
Frutas,Frutas deshidratadas,Orejón albaricoque dia naturmundo Naturmundo bolsa 200 g,"2,60 €
(13,00 €/KILO)"
Frutas,Frutas deshidratadas,Dátiles Frit ravich bandeja 500 g,"3,20 €
(6,40 €/KILO)"
"Leche, huevos y mantequilla",Leche,Leche entera Dia Láctea brik 6 x 1 l,"5,46 €
(0,91 €/LITRO)"
"Leche, huevos y mantequilla",Leche,Leche semidesnatada Dia Láctea brik 6 x 1 l,"5,22 €
(0,87 €/LITRO)"
"Leche, huevos y mantequilla",Leche,Leche desnatada Dia Láctea brik 6 x 1 l,"5,10 €
(0,85 €/LITRO)"
"Leche, huevos y mantequilla",Leche,Leche entera Central Lechera Asturiana brik 6 x 1 l,"6,84 €
(1,14 €/LITRO)"
"Leche, huevos y mantequilla",Leche,Leche semidesnatada Central Lechera Asturiana brik 6 x 1 l,"6,84 €
(1,14 €/LITRO)"
"Leche, huevos y mantequilla",Leche,Leche desnatada Central Lechera Asturiana brik 6 x 1 l,"6,84 €
(1,14 €/LITRO)"
"Leche, huevos y mantequilla",Leche,Leche entera Pascual brik 6 x 1 l,"7,80 €
(1,30 €/LITRO)"
"Leche, huevos y mantequilla",Leche,Leche semidesnatada sin lactosa Dia Láctea brik 6 x 1 l,"5,70 €
(0,95 €/LITRO)"
"Leche, huevos y mantequilla",Leche,Leche desnatada sin lactosa Dia Láctea brik 6 x 1 l,"5,58 €
(0,93 €/LITRO)"
"Leche, huevos y mantequilla",Leche,Leche semidesnatada Dia Láctea brik 1 l,"0,87 €
(0,87 €/LITRO)"
"Leche, huevos y mantequilla",Bebidas vegetales,Bebida de avena con calcio Vegedia brik 1 l,"0,99 €
(0,99 €/LITRO)"
"Leche, huevos y mantequilla",Bebidas vegetales,Bebida de avena Vegedia brik 1 l,"0,99 €
(0,99 €/LITRO)"
"Leche, huevos y mantequilla",Bebidas vegetales,Bebida de almendras 0% azúcares Vegedia brik 1 l,"1,35 €
(1,35 €/LITRO)"
"Leche, huevos y mantequilla",Bebidas vegetales,Bebida de soja con calcio Vegedia brik 1 l,"0,89 €
(0,89 €/LITRO)"
"Leche, huevos y mantequilla",Bebidas vegetales,Bebida de avena 0% azúcares Vegedia brik 1 l,"0,89 €
(0,89 €/LITRO)"
"Leche, huevos y mantequilla",Bebidas vegetales,Bebida de soja 0% azúcares Vegedia brik 1 l,"0,89 €
(0,89 €/LITRO)"
"Leche, huevos y mantequilla",Bebidas vegetales,Bebida de almendras Alpro brik 1 l,"1,99 €
(1,99 €/LITRO)"
"Leche, huevos y mantequilla",Bebidas vegetales,Bebida de arroz Vegedia brik 1 l,"0,99 €
(0,99 €/LITRO)"
"Leche, huevos y mantequilla",Bebidas vegetales,Bebida de soja Dia Vital brik 1 l,"0,70 €
(0,70 €/LITRO)"
"Leche, huevos y mantequilla",Bebidas vegetales,Bebida de avena Yosoy brik 1 l,"1,59 €
(1,59 €/LITRO)"
"Leche, huevos y mantequilla",Batidos y horchatas,Batido de cacao 90% Dia lactea brik 6 x 200 ml,"1,75 €
(1,46 €/LITRO)"
"Leche, huevos y mantequilla",Batidos y horchatas,Batido al cacao Dia botella 1 l,"1,19 €
(1,19 €/LITRO)"
"Leche, huevos y mantequilla",Batidos y horchatas,Batido de chocolate Dia Láctea brik 6 x 200 ml,"1,40 €
(1,17 €/LITRO)"
"Leche, huevos y mantequilla",Batidos y horchatas,Batido de fresa Dia lactea brik 6 x 200 ml,"1,59 €
(1,33 €/LITRO)"
"Leche, huevos y mantequilla",Batidos y horchatas,Batido de vainilla Dia lactea brik 6 x 200 ml,"1,59 €
(1,33 €/LITRO)"
"Leche, huevos y mantequilla",Batidos y horchatas,Batido de chocolate Puleva brik 6 x 200 ml,"2,75 €
(2,29 €/LITRO)"
"Leche, huevos y mantequilla",Batidos y horchatas,Batido de chocolate Cacaolat botella 1 l,"2,40 €
(2,40 €/LITRO)"
"Leche, huevos y mantequilla",Batidos y horchatas,Batido energy ColaCao pack 3 + 1 x 188 ml,"1,99 €
(2,65 €/LITRO)"
"Leche, huevos y mantequilla",Batidos y horchatas,Chocolate a la taza Ram brik 1 l,"2,60 €
(2,60 €/LITRO)"
"Leche, huevos y mantequilla",Batidos y horchatas,Batido de chocolate Cacaolat botella 4 x 200 ml,"2,66 €
(3,33 €/LITRO)"
"Leche, huevos y mantequilla",Huevos,Huevos frescos categoría A clase L Huevos Garrido caja 12 unidades,"2,26 €
(2,26 €/DOCENA)"
"Leche, huevos y mantequilla",Huevos,Huevos frescos categoría A clase M Huevos Garrido caja 12 unidades,"2,02 €
(2,02 €/DOCENA)"
"Leche, huevos y mantequilla",Huevos,Huevos frescos categoría A clase XL Huevos Garrido caja 6 unidades,"1,69 €
(3,38 €/DOCENA)"
"Leche, huevos y mantequilla",Huevos,Huevos frescos categoría A clase M Huevos Garrido caja 24 unidades,"3,80 €
(1,90 €/DOCENA)"
"Leche, huevos y mantequilla",Huevos,Huevos frescos categoría A clase M La receta bandeja 24 unidades,"3,80 €
(1,90 €/DOCENA)"
"Leche, huevos y mantequilla",Huevos,Huevos frescos categoría A clase M Dia bandeja 12 unidades,"2,02 €
(2,02 €/DOCENA)"
"Leche, huevos y mantequilla",Huevos,Huevos frescos categoría A clase L Dia bandeja 12 unidades,"2,26 €
(2,26 €/DOCENA)"
"Leche, huevos y mantequilla",Huevos,Huevos camperos categoría A clase M/L La receta bandeja 10 unidades,"2,49 €
(2,99 €/DOCENA)"
"Leche, huevos y mantequilla",Huevos,Huevos frescos de gallinas criadas en suelo categoría A clase L La receta bandeja 12 unidades,"2,49 €
(2,49 €/DOCENA)"
"Leche, huevos y mantequilla",Huevos,Huevos frescos maíz categoría A clase M/L Grupo de lucas caja 12 unidades,"2,85 €
(2,85 €/DOCENA)"
"Leche, huevos y mantequilla",Mantequilla y margarina,Mantequilla sin sal Dia Láctea 250 g,"1,90 €
(7,60 €/KILO)"
"Leche, huevos y mantequilla",Mantequilla y margarina,Mantequilla con sal Dia Láctea 250 g,"1,90 €
(7,60 €/KILO)"
"Leche, huevos y mantequilla",Mantequilla y margarina,Mantequilla tradicional Central Lechera Asturiana tarrina 250 g,"3,55 €
(14,20 €/KILO)"
"Leche, huevos y mantequilla",Mantequilla y margarina,Mantequilla ligera fácil de untar Central Lechera Asturiana tarrina 250 g,"3,65 €
(14,60 €/KILO)"
"Leche, huevos y mantequilla",Mantequilla y margarina,Margarina Tulipán tarrina 400 g,"2,85 €
(7,13 €/KILO)"
"Leche, huevos y mantequilla",Mantequilla y margarina,Margarina vitaminada con sal Diasol tarrina 500 g,"1,50 €
(3,00 €/KILO)"
"Leche, huevos y mantequilla",Mantequilla y margarina,Margarina vitaminada Diasol tarrina 500 g,"1,45 €
(2,90 €/KILO)"
"Leche, huevos y mantequilla",Mantequilla y margarina,Margarina ligera Diasol tarrina 500 g,"1,45 €
(2,90 €/KILO)"
"Leche, huevos y mantequilla",Mantequilla y margarina,Margarina con sal Tulipán tarrina 400 g,"2,85 €
(7,13 €/KILO)"
"Leche, huevos y mantequilla",Mantequilla y margarina,Mantequilla con sal Dia Láctea tarrina 250 g,"2,45 €
(9,80 €/KILO)"
"Leche, huevos y mantequilla",Nata,Nata para cocinar culinaria Dia lactea brik 3 x 200 ml,"1,89 €
(3,15 €/LITRO)"
"Leche, huevos y mantequilla",Nata,Nata para cocinar 15% m.g Dia Láctea brik 500 ml,"1,45 €
(2,90 €/LITRO)"
"Leche, huevos y mantequilla",Nata,Nata para montar Dia lactea brik 3 x 200 ml,"2,19 €
(3,65 €/LITRO)"
"Leche, huevos y mantequilla",Nata,Nata en spray Dia Láctea bote 250 g,"1,69 €
(6,76 €/KILO)"
"Leche, huevos y mantequilla",Nata,Nata para cocinar Central Lechera Asturiana brik 500 ml,"2,75 €
(5,50 €/LITRO)"
"Leche, huevos y mantequilla",Nata,Nata montada azucarada Central Lechera Asturiana spray 250 g,"2,75 €
(11,00 €/KILO)"
"Leche, huevos y mantequilla",Nata,Leche evaporada Ideal brik 525 g,"2,29 €
(4,36 €/KILO)"
"Leche, huevos y mantequilla",Nata,Nata para montar Central Lechera Asturiana brik 500 ml,"2,75 €
(5,50 €/LITRO)"
"Leche, huevos y mantequilla",Nata,Leche evaporada sin lactosa Ideal brik 525 g,"2,79 €
(5,31 €/KILO)"
"Leche, huevos y mantequilla",Nata,Nata para cocinar Puleva brik 200 ml,"1,66 €
(8,30 €/LITRO)"
Yogures y postres,Yogures bífidus y colesterol,Yogur líquido natural Actimel pack 12 x 100 g,"5,99 €
(4,99 €/KILO)"
Yogures y postres,Yogures bífidus y colesterol,Bebida láctea de fresa Danacol pack 12 x 100 g,"7,29 €
(6,08 €/KILO)"
Yogures y postres,Yogures bífidus y colesterol,Yogur líquido de fresa L-Casei pack 12 x 100 g,"2,59 €
(2,16 €/KILO)"
Yogures y postres,Yogures bífidus y colesterol,Yogur líquido de fresa y plátano/coco y piña L-Casei pack 12 x 100 g,"2,59 €
(2,16 €/KILO)"
Yogures y postres,Yogures bífidus y colesterol,Yogur líquido de fresa Actimel pack 12 x 100 g,"5,99 €
(4,99 €/KILO)"
Yogures y postres,Yogures bífidus y colesterol,Bebida láctea natural Danacol pack 12 x 100 g,"7,29 €
(6,08 €/KILO)"
Yogures y postres,Yogures bífidus y colesterol,Yogur líquido natural L-Casei pack 12 x 100 g,"2,59 €
(2,16 €/KILO)"
Yogures y postres,Yogures bífidus y colesterol,"Cremoso desnatado con fresa, kiwi, piña y ciruela Bífidus pack 8 x 125 g","2,59 €
(2,59 €/KILO)"
Yogures y postres,Yogures bífidus y colesterol,Cremoso desnatado con nueces y cereales Bífidus pack 4 x 125 g,"1,29 €
(2,58 €/KILO)"
Yogures y postres,Yogures bífidus y colesterol,Cremoso lima y limón Bífidus pack 4 x 125 g,"1,29 €
(2,58 €/KILO)"
Yogures y postres,Yogures naturales,Yogur natural Dia Láctea pack 8 x 125 g,"1,49 €
(1,49 €/KILO)"
Yogures y postres,Yogures naturales,Yogur natural azucarado Dia Láctea pack 8 x 125 g,"1,49 €
(1,49 €/KILO)"
Yogures y postres,Yogures naturales,Yogur natural con azúcar de caña Dia Láctea pack 8 x 125 g,"1,49 €
(1,49 €/KILO)"
Yogures y postres,Yogures naturales,Yogur natural Danone pack 8 x 120 g,"1,99 €
(2,07 €/KILO)"
Yogures y postres,Yogures naturales,Yogur natural azucarado Danone pack 8 x 120 g,"1,99 €
(2,07 €/KILO)"
Yogures y postres,Yogures naturales,Yogur natural Danone pack 4 x 120 g,"1,00 €
(2,08 €/KILO)"
Yogures y postres,Yogures naturales,Natural azucarado sin lactosa Dia Láctea pack 4 x 125 g,"1,55 €
(3,10 €/KILO)"
Yogures y postres,Yogures naturales,Yogur natural líquido con azúcar de caña Dia Láctea botella 1 Kg,"1,49 €
(1,49 €/KILO)"
Yogures y postres,Yogures naturales,Yogur natural azucarado Danone pack 4 x 120 g,"1,00 €
(2,08 €/KILO)"
Yogures y postres,Yogures naturales,Yogur natural Danone pack 2 x 130 g,"1,65 €
(6,35 €/KILO)"
Yogures y postres,Yogures desnatados,Yogur desnatado con frutas Dia Láctea pack 8 x 125 g,"2,25 €
(2,25 €/KILO)"
Yogures y postres,Yogures desnatados,"Yogur desnatado sabor limón, fresa y piña Dia Láctea pack 6 x 125 g","1,39 €
(1,85 €/KILO)"
Yogures y postres,Yogures desnatados,Yogur natural desnatado edulcorado Dia Láctea pack 6 x 125 g,"1,09 €
(1,45 €/KILO)"
Yogures y postres,Yogures desnatados,Yogur natural desnatado Dia Láctea pack 6 x 125 g,"1,09 €
(1,45 €/KILO)"
Yogures y postres,Yogures desnatados,Yogur natural desnatado rico en proteínas Reina vaso 180 g,"0,89 €
(4,94 €/KILO)"
Yogures y postres,Yogures desnatados,Yogur desnatado de proteínas sabor stracciatella Danone pack 4 x 100 g,"1,99 €
(4,98 €/KILO)"
Yogures y postres,Yogures desnatados,Yogur desnatado sabor fresa Vitalinea pack 4 x 125 g,"1,99 €
(3,98 €/KILO)"
Yogures y postres,Yogures desnatados,Yogur desnatado sabor limón Vitalinea pack 4 x 125 g,"1,99 €
(3,98 €/KILO)"
Yogures y postres,Yogures desnatados,Yogur desnatado de proteínas sabor fresa Danone pack 4 x 100 g,"1,99 €
(4,98 €/KILO)"
Yogures y postres,Yogures de sabores y frutas,Yogur sabores Dia Láctea pack 16 x 125 g,"2,69 €
(1,35 €/KILO)"
Yogures y postres,Yogures de sabores y frutas,Yogur con frutas Dia Láctea pack 8 x 125 g,"2,39 €
(2,39 €/KILO)"
Yogures y postres,Yogures de sabores y frutas,Yogur líquido sabor fresa y plátano Dia Láctea botella 1 Kg,"1,45 €
(1,45 €/KILO)"
Yogures y postres,Yogures de sabores y frutas,Yogur sabor fresa y plátano Dia Láctea pack 8 x 125 g,"1,59 €
(1,59 €/KILO)"
Yogures y postres,Yogures de sabores y frutas,Yogur líquido sabor fresa Dia Láctea botella 1 Kg,"1,45 €
(1,45 €/KILO)"
Yogures y postres,Yogures de sabores y frutas,Yogur sabor fresa Danone pack 4 x 125 g,"1,00 €
(2,00 €/KILO)"
Yogures y postres,Yogures de sabores y frutas,"Yogur sabor fresa, macedonia, limón y galleta Danone pack 8 x 120 g","1,99 €
(2,07 €/KILO)"
Yogures y postres,Yogures de sabores y frutas,Yogur sabor coco Dia Láctea pack 4 x 125 g,"0,79 €
(1,58 €/KILO)"
Yogures y postres,Yogures de sabores y frutas,"Yogur sabor coco, fresa, frutos del bosque y macedonia Danone pack 8 x 120 g","1,99 €
(2,07 €/KILO)"
Yogures y postres,Yogures de sabores y frutas,Yogur sabor limón Danone pack 4 x 125 g,"1,00 €
(2,00 €/KILO)"
Yogures y postres,Griegos y mousse,Yogur griego stracciatella Fidias pack 6 x 125 g,"1,59 €
(2,12 €/KILO)"
Yogures y postres,Griegos y mousse,Yogur griego natural azucarado Fidias pack 6 x 125 g,"1,59 €
(2,12 €/KILO)"
Yogures y postres,Griegos y mousse,Yogur griego natural Fidias pack 6 x 125 g,"1,59 €
(2,12 €/KILO)"
Yogures y postres,Griegos y mousse,Yogur griego con fresa Fidias pack 6 x 125 g,"1,55 €
(2,07 €/KILO)"
Yogures y postres,Griegos y mousse,Yogur griego Fidias vaso 1 Kg,"2,45 €
(2,45 €/KILO)"
Yogures y postres,Griegos y mousse,Yogur griego con nueces Fidias pack 4 x 125 g,"1,69 €
(3,38 €/KILO)"
Yogures y postres,Griegos y mousse,Yogur griego con lima y limón Fidias pack 4 x 125 g,"1,69 €
(3,38 €/KILO)"
Yogures y postres,Griegos y mousse,Yogur griego con mora y frambuesa Fidias pack 4 x 125 g,"1,75 €
(3,50 €/KILO)"
Yogures y postres,Griegos y mousse,Yogur griego con plátano y caramelo Fidias pack 4 x 125 g,"1,89 €
(3,78 €/KILO)"
Yogures y postres,Griegos y mousse,Yogur griego stracciatella Danone vaso 4 x 110 g,"1,49 €
(3,39 €/KILO)"
Yogures y postres,Yogures infantiles,Yogur de fresa líquido Dia Láctea pack 12 x 100 g,"2,39 €
(1,99 €/KILO)"
Yogures y postres,Yogures infantiles,Petit de fresa líquido Dia Láctea pack 4 x 80 g,"1,85 €
(5,78 €/KILO)"
Yogures y postres,Yogures infantiles,Yogur de fresa líquido Danonino pack 4 x 70 g,"2,55 €
(9,11 €/KILO)"
Yogures y postres,Yogures infantiles,Petit de fresa Dia Láctea pack 6 x 50 g,"0,95 €
(3,17 €/KILO)"
Yogures y postres,Yogures infantiles,Petit de fresa y plátano Dia Láctea pack 6 x 50 g,"0,95 €
(3,17 €/KILO)"
Yogures y postres,Yogures infantiles,Petit de chocolate Nesquik pack 6 x 60 g,"1,79 €
(4,97 €/KILO)"
Yogures y postres,Yogures infantiles,Petit de fresa y plátano Danonino pack 6 x 50 g,"1,44 €
(4,80 €/KILO)"
Yogures y postres,Yogures infantiles,Petit de fresa Danonino pack 6 x 50 g,"1,44 €
(4,80 €/KILO)"
Yogures y postres,Yogures infantiles,Yogur azucarado y trocitos de galleta con chocolate Nestlé pack 2 x 115 g,"1,99 €
(8,65 €/KILO)"
Yogures y postres,Yogures infantiles,Yogur azucarado con galleta oreo Reina pack 2 x 140 g,"1,95 €
(6,96 €/KILO)"
Yogures y postres,Yogures de soja y enriquecidos,Postre vegetal de soja sabor chocolate Vegedia pack 4 x 100 g,"1,49 €
(3,73 €/KILO)"
Yogures y postres,Yogures de soja y enriquecidos,Yogur natural de soja con coco Alpro vaso 400 g,"2,29 €
(5,73 €/KILO)"
Yogures y postres,Yogures de soja y enriquecidos,Postre vegetal de soja sabor vainilla Vegedia pack 4 x 100 g,"1,49 €
(3,73 €/KILO)"
Yogures y postres,Yogures de soja y enriquecidos,Yogur de soja sabor arándanos y frutos rojos Alpro pack 4 x 125 g,"2,59 €
(5,18 €/KILO)"
Yogures y postres,Yogures de soja y enriquecidos,Yogur de soja sabor mango Alpro vaso 400 g,"2,59 €
(6,48 €/KILO)"
Yogures y postres,Yogures de soja y enriquecidos,Yogur natural con avena Alpro vaso 400 g,"2,29 €
(5,73 €/KILO)"
Yogures y postres,Yogures de soja y enriquecidos,Yogur de soja sabor vainilla Alpro vaso 400 g,"2,29 €
(5,73 €/KILO)"
Yogures y postres,Yogures de soja y enriquecidos,Yogur de soja con arándanos Alpro vaso 400 g,"2,29 €
(5,73 €/KILO)"
Yogures y postres,Yogures de soja y enriquecidos,"Yogur de soja sabor melocotón, piña y fruta de la pasión Alpro pack 4 x 125 g","2,59 €
(5,18 €/KILO)"
Yogures y postres,Yogures de soja y enriquecidos,Yogur de soja sabor frutos rojos Alpro vaso 400 g,"2,59 €
(6,48 €/KILO)"
Yogures y postres,Kéfir y otros yogures,Kéfir Dia Láctea vaso 500 g,"1,59 €
(3,18 €/KILO)"
Yogures y postres,Kéfir y otros yogures,Postre lácteo natural alto en proteína Dia Láctea vaso 300 g,"1,09 €
(3,63 €/KILO)"
Yogures y postres,Kéfir y otros yogures,Kéfir Pastoret tarrina 500 g,"2,45 €
(4,90 €/KILO)"
Yogures y postres,Kéfir y otros yogures,Kéfir Activia tarrina 420 g,"2,19 €
(5,21 €/KILO)"
Yogures y postres,Kéfir y otros yogures,Kéfir desnatado Pastoret vaso 500 g,"2,45 €
(4,90 €/KILO)"
Yogures y postres,Kéfir y otros yogures,Yogur de stracciatella enriquecido con proteínas Yopro pack 2 x 160 gr,"2,79 €
(8,72 €/KILO)"
Yogures y postres,Kéfir y otros yogures,Kéfir de cabra Suerte Ampanera vaso 420 g,"3,15 €
(7,50 €/KILO)"
Yogures y postres,Cuajada,Cuajada Caprichoso pack 4 x 125 g,"1,25 €
(2,50 €/KILO)"
Yogures y postres,Cuajada,Cuajada sin azúcar Danone pack 2 x 135 g,"1,49 €
(5,52 €/KILO)"
Yogures y postres,Arroz con leche y postre tradicional,Arroz con leche con canela Caprichoso pack 4 x 130 g,"1,39 €
(2,67 €/KILO)"
Yogures y postres,Arroz con leche y postre tradicional,Arroz con leche con canela Caprichoso pack 2 x 125 g,"1,49 €
(5,96 €/KILO)"
