categoria,subcategoria,descripcion,unidades,precio,marca
Frescos,Charcutería corte,Panceta Curada Doble,"14,90 € / 1 Kg","14,90 €",NANA
Frescos,Charcutería corte,Chorizo de León Granel,"18,90 € / 1 Kg","4,54 €",PALCARSA
Frescos,Charcutería corte,Chorizo de León Picante Granel,"18,90 € / 1 Kg","4,54 €",PALCARSA
Frescos,Charcutería corte,Jamón Reserva 12 Meses,"31,90 € / 1 Kg","31,90 €",NAVIDUL
Frescos,Charcutería corte,Jamón Cebo de Campo 50% Ibérico 24 Meses,"54,90 € / 1 Kg","54,90 €",MONTARAZ
Frescos,Charcutería corte,Pechuga de Pavo,"13,95 € / 1 Kg","13,95 €",ARGAL
Frescos,Charcutería corte,Jamón Cocido Extra 92% Carne G.Selección,"16,90 € / 1 Kg","16,90 €",MONELLS
Frescos,Charcutería corte,Jamón Cocido Extra Bajo Grasa Reducido Sal,"13,95 € / 1 Kg","13,95 €",ELPOZO
Frescos,Charcutería corte,Pavo Trufado,"10,90 € / 1 Kg","10,90 €",C.SERRANO
Frescos,Charcutería corte,Pechuga de Pavo,"11,50 € / 1 Kg","11,50 €",MONELLS
Frescos,Charcutería corte,Jamón Cocido Artesano,"11,90 € / 1 Kg","11,90 €",MONELLS
Frescos,Charcutería corte,Jamón Gran Reserva 18 Meses Duroc,"26,90 € / 1 Kg","26,90 €",LA HOGUERA
Frescos,Charcutería corte,Jamón Cebo 50% Ibérico 24 Meses,"48,90 € / 1 Kg","48,90 €",LEGADO POZO
Frescos,Charcutería corte,Pechuga de Pollo,"9,95 € / 1 Kg","9,95 €",ELPOZO
Frescos,Charcutería corte,Pechuga de Pavo Asada 90% Carne,"19,90 € / 1 Kg","19,90 €",TELLO
Frescos,Charcutería corte,Jamón Gran Reserva 15 Meses Buenasierra,"23,90 € / 1 Kg","23,90 €",ARGAL
Frescos,Charcutería corte,Catalana Tradicional,"13,50 € / 1 Kg","13,50 €",SALGOT
Frescos,Charcutería corte,Pechuga de Pavo con Toque Braseado,"13,49 € / 1 Kg","13,49 €",CAMPOFRÍO
Frescos,Charcutería corte,Pechuga de Pavo sin Grasa,"14,45 € / 1 Kg","14,45 €",ELPOZO
Frescos,Charcutería corte,Cabeza de Jabalí Ibérica a la Trufa con Pistachos,"16,90 € / 1 Kg","16,90 €",PICKEN
Frescos,Charcutería corte,Jamón Cocido Extra 92% Carne,"19,50 € / 1 Kg","19,50 €",FERRARINI
Frescos,Charcutería corte,Mojama Extra,"62,90 € / 1 Kg","62,90 €",ANGOMAR
Frescos,Charcutería corte,"Jamón Cebo 50% Ibérico Peso Aproximado 7,5 kg","19,33 € / 1 Kg","145,00 €",LEGADO POZO
Frescos,Charcutería corte,Pechuga de Pavo,"14,50 € / 1 Kg","14,50 €",CAMPOFRÍO
Frescos,Charcutería corte,Jamón Asado Ahumado 92% Carne,"17,90 € / 1 Kg","17,90 €",TELLO
Frescos,Charcutería corte,Jamón de Pavo con Trufa y Boletus,"14,50 € / 1 Kg","14,50 €",1954-LEGADO
Frescos,Charcutería corte,Morcilla Achorizada Ibérica,"12,50 € / 1 Kg","3,00 €",CARCHELEJO
Frescos,Charcutería corte,Paleta Cebo de Campo 50% Ibérico 12 Meses,"44,90 € / 1 Kg","44,90 €",MONTARAZ
Frescos,Charcutería corte,Cecina,"32,90 € / 1 Kg","32,90 €",PALCARSA
Frescos,Charcutería corte,Cabeza de Cerdo Primera,"13,90 € / 1 Kg","13,90 €",PICKEN
Frescos,Charcutería corte,Jamón Gran Reserva Reducido en Sal 25%,"23,90 € / 1 Kg","23,90 €",BOADAS
Frescos,Charcutería corte,Panceta Curada Salada,"12,50 € / 1 Kg","12,50 €",EDIGAPA
Frescos,Charcutería corte,Salchichón Ibérico Extra Cebo de Campo,"18,90 € / 1 Kg","18,90 €",CORTE NOBLE
Frescos,Charcutería corte,Chorizo Ibérico Extra Cebo de Campo,"18,90 € / 1 Kg","18,90 €",CORTE NOBLE
Frescos,Charcutería corte,Chorizo Ibérico Extra Cebo,"16,90 € / 1 Kg","16,90 €",BOADAS
Frescos,Charcutería corte,Salchichón Ibérico Extra Cebo,"16,90 € / 1 Kg","16,90 €",BOADAS
Frescos,Charcutería corte,Pechuga de Pollo 90% Carne Esencia,"14,90 € / 1 Kg","14,90 €",TELLO
Frescos,Charcutería corte,Chorizo de Pamplona Extra,"12,90 € / 1 Kg","12,90 €",GOIKOA
Frescos,Charcutería corte,"Jamón de Teruel DOP Peso Aproximado 8-8,5 K 8 Kg","11,88 € / 1 Kg","95,00 €",ARCOIRIS
Frescos,Charcutería corte,Lomo Embuchado 50% Duroc,"19,50 € / 1 Kg","19,50 €",LORIENTE
Frescos,Quesos,Queso Oveja Cuña 250 Gr,"23,96 € / 1 Kg","5,99 €",FLOR ESGUEVA
Frescos,Quesos,"Queso Fresco Pack de 4 Unidades 4 x 62,5 Gr","4,20 € / 1 Kg","1,10 €
1,05 €",CONSUM
Frescos,Quesos,"Queso Fresco 0% Pack de 4 Unidades 4 x 62,5 Gr","4,20 € / 1 Kg","1,10 €
1,05 €",CONSUM
Frescos,Quesos,Queso Rallado Emmental 200 Gr,"7,90 € / 1 Kg","1,63 €
1,58 €",CONSUM
Frescos,Quesos,Queso Fresco Pack de 2 Unidades 2 x 250 Gr,"3,80 € / 1 Kg","1,95 €
1,90 €",CONSUM
Frescos,Quesos,Philadelphia Light Tarrina 200 Gr,"9,75 € / 1 Kg","2,20 €
1,95 €",PHILADELPHIA
Frescos,Quesos,Philadelphia Natural Tarrina 200 Gr,"9,75 € / 1 Kg","2,20 €
1,95 €",PHILADELPHIA
Frescos,Quesos,Queso Gorgonzola D.O.P 200 Gr,"11,95 € / 1 Kg","2,69 €
2,39 €",IGOR
Frescos,Quesos,Requesón 200 Gr,"4,40 € / 1 Kg","1,00 €
0,88 €",GRANJA RINYA
Frescos,Quesos,Palitos Pic y Croq 4 Paquetes 140 Gr,"17,07 € / 1 Kg","2,39 €",VACA QUE RIE
Frescos,Quesos,Queso Tierno Mezcla Lonchas 150 Gr,"14,33 € / 1 Kg","2,39 €
2,15 €",G.BAQUERO
Frescos,Quesos,Queso Fresco 0% Pack de 2 Unidades 2 x 250 Gr,"3,80 € / 1 Kg","1,95 €
1,90 €",CONSUM
Frescos,Quesos,Queso Minibabybel Malla 10 Unidades 200 Gr,"19,00 € / 1 Kg","4,23 €
3,80 €",MINIBABYBEL
Frescos,Quesos,Queso Brie Cuña 200 Gr,"15,95 € / 1 Kg","3,65 €
3,19 €",PRESIDENT
Frescos,Quesos,Medallones Queso Cabra 200 Gr,"14,90 € / 1 Kg","3,32 €
2,98 €",PRESIDENT
Frescos,Quesos,Queso Fresco Tarrina en Salmuera 200 Gr,"14,95 € / 1 Kg","3,64 €
2,99 €",ARLA
Frescos,Quesos,Escamas de Queso Parmigiano Reggiano 80 Gr,"28,75 € / 1 Kg","2,30 €",FERRARINI
Frescos,Quesos,Aperitivo Sabor Mediterráneos 100 Gr,"25,50 € / 1 Kg","2,85 €
2,55 €",BURGO ARIAS
Frescos,Quesos,Queso Semicurado Light 16 Porciones 250 Gr,"11,40 € / 1 Kg","2,85 €",VACA QUE RIE
Frescos,Quesos,Queso Pok Añejo Ya cortado 200 Gr,"22,95 € / 1 Kg","4,99 €
4,59 €",G.BAQUERO
Frescos,Quesos,Rallado Vegano Estilo Mozzarella 200 Gr,"12,45 € / 1 Kg","3,49 €
2,49 €",VIOLIFE
Frescos,Quesos,Lonchas de Queso Semicurado Santtum 80 Gr,"16,13 € / 1 Kg","1,45 €
1,29 €",EL PASTOR
Frescos,Quesos,Crema de Queso Finas Hierbas 150 Gr,"12,34 € / 1 Kg","2,05 €
1,85 €",CREMETTE
Frescos,Quesos,Queso Untar Natural sin Lactosa 200 Gr,"8,45 € / 1 Kg","2,07 €
1,69 €",ARLA
Frescos,Quesos,Burgo de Arias Protein Plus 3 x 70 Gr,"14,24 € / 1 Kg","2,99 €",BURGO ARIAS
Frescos,Quesos,Queso Roquefort Cuña 100 Gr,"29,90 € / 1 Kg","2,99 €",PAPILLON
Frescos,Quesos,Queso Fundido Porciones 250 Gr,"10,20 € / 1 Kg","2,55 €",EL CASERIO
Frescos,Quesos,Queso Fundido 16 Porciones 250 Gr,"11,12 € / 1 Kg","2,78 €",VACA QUE RIE
Frescos,Quesos,Queso Fundido Light 16 Porciones 250 Gr,"11,16 € / 1 Kg","2,79 €",VACA QUE RIE
Frescos,Quesos,Queso Rallado Filatto Bolsa 80 Gr,"18,13 € / 1 Kg","1,45 €",EL CASERIO
Frescos,Quesos,Queso Burgo de Arias Pack de 3 Unidades 3 x 72 Gr,"13,84 € / 1 Kg","2,99 €",ARIAS
Frescos,Quesos,Queso Rallado 4 Quesos 100% Natural 120 Gr,"22,08 € / 1 Kg","2,65 €",EL CASERIO
Frescos,Quesos,Crema de Camembert Tarrina 125 Gr,"14,80 € / 1 Kg","1,85 €",PRESIDENT
Frescos,Quesos,Queso Fresco Cassoleta Tarrina 250 Gr,"10,36 € / 1 Kg","2,59 €",GRANJA RINYA
Frescos,Quesos,Queso Fresco 0% Pack de 3 Unidades 3 x 72 Gr,"13,84 € / 1 Kg","2,99 €",ARIAS
Frescos,Quesos,Mozzarella Rallada Especial Pizza 200 Gr,"7,70 € / 1 Kg","1,54 €",CONSUM
Frescos,Quesos,Membrillo 2 x 200 Gr,"3,13 € / 1 Kg","1,25 €",CONSUM
Frescos,Quesos,Queso Mezcla Semicurado Ya Cortado 225 Gr,"19,07 € / 1 Kg","4,29 €",G.BAQUERO
Frescos,Quesos,Queso Lonchas Fundido 16 Lonchas 300 Gr,"4,17 € / 1 Kg","1,25 €",CONSUM
Frescos,Quesos,Queso Rallado Emmental Francés 90 Gr,"23,00 € / 1 Kg","2,07 €",PRESIDENT
Frescos,Quesos,Queso Mezcla Semicurado Cuña 325 Gr,"14,92 € / 1 Kg","4,85 €",G.BAQUERO
Frescos,Quesos,Queso Mezcla Tierno Cuña 325 Gr,"14,00 € / 1 Kg","4,55 €",G.BAQUERO
Frescos,Quesos,Queso Mezcla Tronchón Cuña 200 Gr,"11,80 € / 1 Kg","2,36 €",GRANJA RINYA
Frescos,Quesos,Queso Mezcla Semicurado Cuña 325 Gr,"10,09 € / 1 Kg","3,28 €",CONSUM
Frescos,Quesos,Queso Mezcla Tierno Cuña 325 Gr,"9,02 € / 1 Kg","2,93 €",CONSUM
Frescos,Quesos,Queso Castello Piña Unidad 125 Gr,"18,40 € / 1 Kg","2,30 €",ARLA
Frescos,Quesos,Queso Mezcla Curado Leche Pasteurizada 310 Gr,"11,48 € / 1 Kg","3,56 €",CONSUM
Frescos,Quesos,Queso Fresco Tradicional Tarrina 250 Gr,"9,40 € / 1 Kg","2,35 €",CONSUM
Frescos,Quesos,Queso Fundido Light 16 Lonchas 300 Gr,"6,00 € / 1 Kg","1,80 €",CONSUM
Frescos,Quesos,Philadelphia Finas Hierbas 150 Gr,"15,93 € / 1 Kg","2,39 €",PHILADELPHIA
Frescos,Quesos,Queso Emmental Lonchas 200 Gr,"14,40 € / 1 Kg","2,88 €",JUAN LUNA
Frescos,Quesos,Queso Fundido Light Porciones 250 Gr,"5,96 € / 1 Kg","1,49 €",CONSUM
Frescos,Quesos,Queso Fundido. Porciones 250 Gr,"5,60 € / 1 Kg","1,40 €",CONSUM
Frescos,Quesos,Queso Tierno Mezcla Lonchas 200 Gr,"9,55 € / 1 Kg","1,91 €",CONSUM
Frescos,Quesos,Queso Mezcla Semi Lonchas 200 Gr,"11,75 € / 1 Kg","2,35 €",CONSUM
Frescos,Quesos,Queso Mezcla Curado Ya Cortado L Pasteurizada 225 Gr,"19,51 € / 1 Kg","4,39 €",G.BAQUERO
Frescos,Quesos,Queso Rallado Parmigiano Reggiano 60 Gr,"28,67 € / 1 Kg","1,72 €",FERRARINI
Frescos,Quesos,Queso Mozzarella Fresca 125 Gr,"7,60 € / 1 Kg","0,95 €",CONSUM
Frescos,Quesos,Queso Tierno Precortado 250 Gr,"12,08 € / 1 Kg","3,02 €",CONSUM
Frescos,Quesos,Queso Semicurado Precortado 250 Gr,"13,64 € / 1 Kg","3,41 €",CONSUM
Frescos,Quesos,Queso Tierno Light Lonchas 200 Gr,"11,50 € / 1 Kg","2,30 €",CONSUM
Frescos,Quesos,Tabla Mixta de Quesos 150 Gr,"18,33 € / 1 Kg","2,75 €",CONSUM
Frescos,Quesos,Camembert 240 Gr,"7,63 € / 1 Kg","1,83 €",NORMANDIE
Frescos,Quesos,Queso Brie Punta 200 Gr,"8,00 € / 1 Kg","1,60 €",FLEUR FRANCE
Frescos,Quesos,Queso Burgo Arias Natural 2 x 60 Gr,"9,08 € / 1 Kg","1,09 €",ARIAS
Frescos,Quesos,Queso Mezcla Reserva 12 Meses L.Pasteurizada 200 Gr,"23,95 € / 1 Kg","4,79 €",G.BAQUERO
Frescos,Quesos,Mozzarella 100 Gr,"13,90 € / 1 Kg","1,39 €",GALBANI
Frescos,Quesos,Queso Oveja Leche Cruda BDF 250 Gr,"17,80 € / 1 Kg","4,45 €",CONSUM
Frescos,Quesos,Mascarpone 250 Gr,"13,96 € / 1 Kg","3,49 €",GALBANI
Frescos,Quesos,Philadelphia Natural Tarrina 350 Gr,"10,14 € / 1 Kg","3,55 €",PHILADELPHIA
Frescos,Quesos,Queso Tierno Bajo en Sal Leche Pasteurizada 250 Gr,"10,44 € / 1 Kg","2,61 €",CONSUM
Frescos,Quesos,Queso Tapas Cortaditas Mezcla Curado Santtum 165 Gr,"18,12 € / 1 Kg","2,99 €",EL PASTOR
Frescos,Quesos,Queso Rallado en Polvo 150 Gr,"8,33 € / 1 Kg","1,25 €",CONSUM
Frescos,Quesos,Queso Rallado Hilo 110 Gr,"6,55 € / 1 Kg","0,72 €",CONSUM
Frescos,Quesos,Rulo de Vaca 140 Gr,"13,21 € / 1 Kg","1,85 €",EL PASTOR
Frescos,Quesos,Queso Mezcla Semi Lonchas 200 Gr,"17,75 € / 1 Kg","3,55 €",G.BAQUERO
Frescos,Quesos,Queso Mezcla Curado Lonchas 140 Gr,"23,00 € / 1 Kg","3,22 €",GRAN CAPITAN
Frescos,Quesos,Queso Mezcla Curado Precortado L.Pasteurizad 250 Gr,"14,68 € / 1 Kg","3,67 €",CONSUM
Frescos,Quesos,Queso Tierno Lonchas 160 Gr,"18,44 € / 1 Kg","2,95 €",EL VENTERO
Frescos,Quesos,Queso Light Lonchas 160 Gr,"18,94 € / 1 Kg","3,03 €",EL VENTERO
Frescos,Quesos,Queso Fundido Entero Lonchas 300 Gr,"7,17 € / 1 Kg","2,15 €",HOCHLAND
Frescos,Quesos,Queso Cabra Semi Lonchas 125 Gr,"22,80 € / 1 Kg","2,85 €",G.BAQUERO
Frescos,Quesos,Queso Rallado Mozzarella Bolsa 150 Gr,"20,47 € / 1 Kg","3,07 €",ARLA
Frescos,Quesos,Parmigiano Reggiano Cuña 180 Gr,"23,22 € / 1 Kg","4,18 €",FERRARINI
Frescos,Quesos,Queso sin Lactosa Lonchas 150 Gr,"19,00 € / 1 Kg","2,85 €",G.BAQUERO
Frescos,Quesos,Queso Fresco Batido Desnatado 0% M.G 450 Gr,"4,67 € / 1 Kg","2,10 €",FLOR BURGOS
Frescos,Quesos,Queso Bajo en Sal Lonchas 160 Gr,"18,69 € / 1 Kg","2,99 €",EL VENTERO
Frescos,Quesos,Queso Havarti Light Lonchas 200 Gr,"15,15 € / 1 Kg","3,03 €",JUAN LUNA
Frescos,Quesos,Queso Tierno Light Leche Pasteurizada 250 Gr,"11,00 € / 1 Kg","2,75 €",CONSUM
Frescos,Quesos,Queso Rallado Pizzas 5 Quesos con Azul 150 Gr,"15,67 € / 1 Kg","2,35 €",FORVAL
Frescos,Quesos,Queso Mezcla Viejo Leche Pasteurizada 300 Gr,"14,17 € / 1 Kg","4,25 €",CONSUM
Frescos,Quesos,Queso Mozzarella Lonchas 150 Gr,"18,27 € / 1 Kg","2,74 €",ARLA
Frescos,Quesos,Queso Untar Natural Tarrina 250 Gr,"4,76 € / 1 Kg","1,19 €",CONSUM
Frescos,Quesos,"Queso Fresco sin Sal Pack de 4 Unidades 4 x 62,5 Gr","6,40 € / 1 Kg","1,60 €",CONSUM
Frescos,Quesos,Queso Untar Light Tarrina 250 Gr,"4,76 € / 1 Kg","1,19 €",CONSUM
Frescos,Quesos,Queso Cheddar Curado 200 Gr,"14,25 € / 1 Kg","2,85 €",LEISTON
Frescos,Quesos,Queso Cabra Medallón 75 Gr,"16,93 € / 1 Kg","1,27 €",GRANJA RINYA
Frescos,Quesos,Queso Havarti Light Lonchas 150 Gr,"20,47 € / 1 Kg","3,07 €",ARLA
Frescos,Quesos,Crema de Queso Semicurado Tarrina 125 Gr,"14,80 € / 1 Kg","1,85 €",PRESIDENT
Frescos,Quesos,Mozzarella Buffala DOP 125 Gr,"16,40 € / 1 Kg","2,05 €",SPIGA
Frescos,Quesos,Queso Untar Natural 200 Gr,"9,95 € / 1 Kg","1,99 €",SAN MILLAN
Frescos,Quesos,Crema de Queso Azul Tarrina 125 Gr,"14,80 € / 1 Kg","1,85 €",PRESIDENT
Frescos,Quesos,Queso Apetina en Aceite Tarro 265 Gr,"13,40 € / 1 Kg","3,55 €",ARLA
Frescos,Quesos,Queso Lonchas 150 Gr,"10,20 € / 1 Kg","1,53 €",EL CASERIO
Frescos,Quesos,Queso Lonchas Gouda Light 100 Gr,"15,90 € / 1 Kg","1,59 €",JUAN LUNA
Frescos,Quesos,Crema de Membrillo 400 Gr,"6,38 € / 1 Kg","2,55 €",EL QUIJOTE
Frescos,Quesos,Dulce de Frutas 400 Gr,"5,98 € / 1 Kg","2,39 €",EL QUIJOTE
Frescos,Quesos,Queso Camembert Porciones 250 Gr,"15,96 € / 1 Kg","3,99 €",PRESIDENT
Frescos,Quesos,Queso Oveja Viejo con Romero 200 Gr,"23,70 € / 1 Kg","4,74 €",CARMEN
Frescos,Quesos,Philadelphia Light Tarrina 350 Gr,"10,14 € / 1 Kg","3,55 €",PHILADELPHIA
Frescos,Quesos,Membrillo en Lonchas 150 Gr,"19,93 € / 1 Kg","2,99 €",SANTA TERESA
Frescos,Quesos,Queso Cheddar Lonchas 150 Gr,"17,60 € / 1 Kg","2,64 €",ARLA
Frescos,Quesos,Queso de Cava Barus Cuña 250 Gr,"19,56 € / 1 Kg","4,89 €",G.BAQUERO
Frescos,Quesos,Mozzarella Fresca Light 100 Gr,"17,50 € / 1 Kg","1,75 €",TOSCANELLA
Frescos,Quesos,Philadelphia Salmón 150 Gr,"15,93 € / 1 Kg","2,39 €",PHILADELPHIA
Frescos,Quesos,Queso Fundido Light Queso Azul 16 Porciones 250 Gr,"11,56 € / 1 Kg","2,89 €",VACA QUE RIE
Frescos,Quesos,Queso Azul Vaca Oveja Porción 125 Gr,"18,08 € / 1 Kg","2,26 €",PEÑASANTA
Frescos,Quesos,Queso Fundido Lonchas sin Lactosa 185 Gr,"11,89 € / 1 Kg","2,20 €",EL CASERIO
Frescos,Quesos,Queso Oveja al Pedro Ximénez 200 Gr,"20,25 € / 1 Kg","4,05 €",CARMEN
Frescos,Quesos,Queso Havarti Lonchas 80 Gr,"16,88 € / 1 Kg","1,35 €",G.BAQUERO
Frescos,Quesos,Queso Fresco Artesano al Punto de Sal 250 Gr,"10,56 € / 1 Kg","2,64 €",EL VENTERO
Frescos,Quesos,Queso Feta D.O.P. Griego Leche de Oveja y Cabra 200 Gr,"17,95 € / 1 Kg","3,59 €",HOTOS
Frescos,Quesos,Tofu Bio 400 Gr,"8,13 € / 1 Kg","3,25 €",VIVERA
Frescos,Quesos,Queso de Oveja Añejo Leche Cruda 200 Gr,"20,75 € / 1 Kg","4,15 €",CARMEN
Frescos,Quesos,Membrillo Bio 290 Gr,"14,79 € / 1 Kg","4,29 €",SANTA TERESA
Frescos,Quesos,Queso Burgo de Arias Cabra 3 x 70 Gr,"18,52 € / 1 Kg","3,89 €",ARIAS
Frescos,Quesos,Minibabybel Enrollado 5 Unidades 85 Gr,"28,12 € / 1 Kg","2,39 €",MINIBABYBEL
Frescos,Quesos,Queso Fresco con Nata 6 Porciones 108 Gr,"21,85 € / 1 Kg","2,36 €",KIRI
Frescos,Quesos,Queso Cabra Rulo Unidad 180 Gr,"18,06 € / 1 Kg","3,25 €",PRESIDENT
Frescos,Quesos,Burrata Vassetto 125 Gr,"22,24 € / 1 Kg","2,78 €",SPIGA
Frescos,Quesos,Queso Tierno Ya Cortado 225 Gr,"18,18 € / 1 Kg","4,09 €",G.BAQUERO
Frescos,Quesos,Queso Fresco Servilleta 250 Gr,"10,76 € / 1 Kg","2,69 €",CAPRILLICE
Frescos,Quesos,Queso Old Amsterdam Cortadas 200 Gr,"23,75 € / 1 Kg","4,75 €",WESTLAND
Frescos,Quesos,Tabla 3 Quesos D.O.P. Quesos Franceses 215 Gr,"18,37 € / 1 Kg","3,95 €",CANTOREL
Frescos,Quesos,Queso Proteínico 200 Gr,"21,45 € / 1 Kg","4,29 €",EATLEAN
Frescos,Quesos,Queso Bavaria Blue Mini 150 Gr,"14,73 € / 1 Kg","2,21 €",BERGADER
Frescos,Quesos,Queso Oveja Curado a la Trufa 200 Gr,"24,25 € / 1 Kg","4,85 €",CARMEN
Frescos,Quesos,Queso Rallado Estilo Italiano 100 Gr,"14,30 € / 1 Kg","1,43 €",HOCHLAND
Frescos,Quesos,Queso en Dados para Ensalada 110 Gr,"25,00 € / 1 Kg","2,75 €",KEBU
Frescos,Quesos,Cottage Cheese Protein Copos de Queso Fresco 200 Gr,"12,00 € / 1 Kg","2,40 €",ARLA
Frescos,Quesos,Crema de Brie con Trufa 105 Gr,"17,62 € / 1 Kg","1,85 €",PRESIDENT
Frescos,Quesos,Queso sin Lactosa Lonchas 150 Gr,"12,80 € / 1 Kg","1,92 €",CONSUM
Frescos,Quesos,Queso Fondue Caja 400 Gr,"11,23 € / 1 Kg","4,49 €",FROMALP
Frescos,Quesos,Queso Havarti Lonchas 300 Gr,"15,30 € / 1 Kg","4,59 €",ARLA
Frescos,Quesos,Queso Grana Padano D.O.P. 180 Gr,"15,00 € / 1 Kg","2,70 €",SPIGA
Frescos,Quesos,Queso de Cabra Afinado 250 Gr,"23,80 € / 1 Kg","5,95 €",CAPRIMED
Frescos,Quesos,Provolone Spiga Gourmet 150 Gr,"13,27 € / 1 Kg","1,99 €",SPIGA
Frescos,Quesos,Camembert Empanado 350 Gr,"10,86 € / 1 Kg","3,80 €",COBURGER
Frescos,Quesos,Lonchas Veganas Sabor Original 200 Gr,"17,45 € / 1 Kg","3,49 €",VIOLIFE
Frescos,Quesos,Queso Servilleta Artesano Leche de Cabra 350 Gr,"15,29 € / 1 Kg","5,35 €",LA CABRITA
Frescos,Quesos,Tabla de Quesos Gourmet 150 Gr,"24,33 € / 1 Kg","3,65 €",G.BAQUERO
Frescos,Quesos,Queso Edam Lonchas 200 Gr,"7,00 € / 1 Kg","1,40 €",ROYAL ORANGE
Frescos,Quesos,"Queso Fresco sin Lactosa 4 x 62,5 Gr","7,56 € / 1 Kg","1,89 €",EL VENTERO
Frescos,Quesos,Queso Fresco Tradicional Cabra 250 Gr,"11,96 € / 1 Kg","2,99 €",GRANJA RINYA
Frescos,Quesos,Tabla de Quesos Nacionales 12 Cuñitas 200 Gr,"20,60 € / 1 Kg","4,12 €",JUAN LUNA
Frescos,Quesos,Queso sin Lactosa Porciones 120 Gr,"15,92 € / 1 Kg","1,91 €",VACA QUE RIE
Frescos,Quesos,Queso Bola Edam Tierno Holandés Cuña 310 Gr,"8,55 € / 1 Kg","2,65 €",ROYAL ORANGE
Frescos,Quesos,Queso Semicurado Bola Edam 285 Gr,"11,54 € / 1 Kg","3,29 €",ROYAL ORANGE
Frescos,Quesos,Crema de Queso Cheddar 125 Gr,"14,80 € / 1 Kg","1,85 €",PRESIDENT
Frescos,Quesos,Queso Cabra Semicurado 200 Gr,"22,45 € / 1 Kg","4,49 €",CARMEN
Frescos,Quesos,Membrillo para Untar 175 Gr,"12,29 € / 1 Kg","2,15 €",SANTA TERESA
Frescos,Quesos,Queso Azul D'Auvergne DOP 100 Gr,"13,90 € / 1 Kg","1,39 €",F.OCCITANES
Frescos,Quesos,Queso Artesano Reserva Leche Cruda Mezcla 200 Gr,"18,25 € / 1 Kg","3,65 €",CARMEN
Frescos,Quesos,"Dados Ensaladas Edam,Gouda y Cheddar 100 Gr","13,00 € / 1 Kg","1,30 €",JUAN LUNA
Frescos,Quesos,Queso Maasdam Lonchas 200 Gr,"14,40 € / 1 Kg","2,88 €",JUAN LUNA
Frescos,Quesos,Queso Azul en Lonchas sin Lactosa 100 Gr,"22,00 € / 1 Kg","2,20 €",LAZUR
Frescos,Quesos,Queso Roquefort DOP 100 Gr,"20,20 € / 1 Kg","2,02 €",F.OCCITANES
Frescos,Quesos,Dados de Queso 100% Cabra 100 Gr,"20,70 € / 1 Kg","2,07 €",JUAN LUNA
Frescos,Quesos,Snack de Queso Infantil 80 Gr,"26,88 € / 1 Kg","2,15 €",PIK NIK
Frescos,Quesos,Queso Semi Cabra 300 Gr,"17,97 € / 1 Kg","5,39 €",CARMEN
Frescos,Quesos,Queso Cremoso Lonchas 250 Gr,"13,84 € / 1 Kg","3,46 €",ASTURIANA
Frescos,Quesos,Queso Minibabybel Mix 9 Unidades 180 Gr,"23,61 € / 1 Kg","4,25 €",MINIBABYBEL
Frescos,Quesos,Queso Cheddar 8 Loncha Tranchettes 150 Gr,"12,73 € / 1 Kg","1,91 €",VACA QUE RIE
Frescos,Quesos,Queso Caprice des Dieux 125 Gr,"22,32 € / 1 Kg","2,79 €",ARIAS
Frescos,Quesos,"Queso Arzúa-Ulloa DOP Peso Aproximado 600 Gr. 0,6 Kg","9,22 € / 1 Kg","5,53 €",Q.BARRAL
Frescos,Quesos,Queso Ahumado Aceite Oveja Curado 250 Gr,"15,00 € / 1 Kg","3,75 €",CERRATO
Frescos,Quesos,"Queso Tetilla Dop Peso Aproximado 550 Gr. 0,55 Kg","9,29 € / 1 Kg","5,11 €",Q.BARRAL
Frescos,Quesos,Cortaditas Queso Tierno sin Lactosa 200 Gr,"19,15 € / 1 Kg","3,83 €",EL VENTERO
Frescos,Quesos,Queso Tierno Lonchas Light Bajo en Sal Santtum 80 Gr,"19,38 € / 1 Kg","1,55 €",EL PASTOR
Frescos,Quesos,Queso Protein Lonchas 150 Gr - Refrigerado,"20,47 € / 1 Kg","3,07 €",ARLA
Frescos,Quesos,Crema de Queso con Piña y Papaya 125 Gr,"15,92 € / 1 Kg","1,99 €",DELITUSS
Frescos,Quesos,Crema de Queso con Cebollino 125 Gr,"15,92 € / 1 Kg","1,99 €",DELITUSS
Frescos,Quesos,Q. Vaca-Oveja Curado Umami 300 Gr,"13,83 € / 1 Kg","4,15 €",CERRATO
Frescos,Quesos,Perlas de Queso Rellenas de Frambuesa 125 Gr,"21,20 € / 1 Kg","2,65 €",EL PASTOR
Frescos,Quesos,Queso de Cabra 100% en Salmuera 150 Gr,"12,13 € / 1 Kg","1,82 €",SÈNA
Frescos,Quesos,Queso Cheddar en Lonchas 200 Gr,"12,25 € / 1 Kg","2,45 €",SANABRIA
Frescos,Quesos,Queso Gouda en Lonchas 200 Gr,"10,75 € / 1 Kg","2,15 €",SANABRIA
Frescos,Quesos,Queso Cheddar Rallado 150 Gr,"15,07 € / 1 Kg","2,26 €",SANABRIA
Frescos,Quesos,Queso Gruyère France IGP 200 Gr,"15,50 € / 1 Kg","3,10 €",ENTREMONT
Frescos,Quesos,Queso Oveja Semicurado en lonchas 100 Gr,"18,90 € / 1 Kg","1,89 €",SANABRIA
Frescos,Quesos,Queso Fresco 1 Kg,"4,22 € / 1 Kg","4,22 €",LACT.VICENTE
